genome,host,date,completeness,geo,spc,is_host_adapted,is_human_infection,temp_22,temp_25,temp_37,opt_temp,opt_ph,growth_rate,ref
GCF_004107595.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004108315.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004108745.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004109705.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004110185.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004110325.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004111235.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004111765.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004112675.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004113345.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004113565.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004113655.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004113865.1,Homo sapiens,01/01/2012,97.47,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_008762175.1,Homo sapiens,2005-04/2017-05,97.47,Czech Republic,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_008762205.1,Homo sapiens,2005-04/2017-05,97.47,Czech Republic,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_008762405.1,Homo sapiens,2005-04/2017-05,97.47,Czech Republic,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_009208295.1,Homo sapiens,20/10/2017,97.47,Malaysia: Sabah,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_009208335.1,Homo sapiens,22/02/2018,97.47,Malaysia: Sabah,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_009208355.1,Homo sapiens,15/03/2018,97.47,Malaysia: Sabah,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_009663875.1,Homo sapiens,2017-09,97.47,Nepal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_009932575.1,Homo sapiens,2015,97.47,Ecuador,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_013010385.1,Homo sapiens,19/04/2019,97.47,Belarus:Minsk,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014900095.1,Homo sapiens,,97.47,Moldova,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_023865235.1,Homo sapiens,2017,97.47,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_024651345.1,Homo sapiens,01/01/2017,97.47,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_024651465.1,Homo sapiens,01/01/2015,97.47,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_024651485.1,Homo sapiens,01/01/2015,97.47,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_025916805.1,Homo sapiens,20/10/2020,97.47,Ecuador: Guayaquil,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_025916995.1,Homo sapiens,20/08/2020,97.47,Ecuador: El Empalme,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_030053035.1,Homo sapiens,24/04/2019,97.47,Belarus,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_030242515.1,Homo sapiens,,97.47,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_031625605.1,Homo sapiens,02/04/2021,97.47,India: Assam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_031626115.1,Homo sapiens,11/03/2020,97.47,India: Sikkim,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900120585.1,Homo sapiens,2009,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900120645.1,Homo sapiens,2009,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900122045.1,Homo sapiens,2011,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900122235.1,Homo sapiens,2010,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900122775.1,Homo sapiens,2011,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900123505.1,Homo sapiens,2011,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900123785.1,Homo sapiens,2009,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900124035.1,Homo sapiens,2009,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900124195.1,Homo sapiens,2009,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900124235.1,Homo sapiens,2009,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900127245.1,Homo sapiens,2009,97.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900709215.1,,,97.47,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001210105.1,Homo sapiens,20052005,97.48,Estonia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001322825.1,Homo sapiens,2009,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001324345.1,Homo sapiens,2008,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001378775.1,Homo sapiens,2008,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001380435.1,Homo sapiens,2009,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001381015.1,Homo sapiens,2009,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001383155.1,Homo sapiens,2008,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001388035.1,Homo sapiens,2010,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001388175.1,Homo sapiens,2010,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001388855.1,Homo sapiens,2010,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001389735.1,Homo sapiens,2009,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001390215.1,Homo sapiens,2010,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001645585.1,Homo sapiens,2011,97.48,New Zealand: Auckland,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001842745.1,Homo sapiens,01/01/2012,97.48,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002131685.1,Homo sapiens,01/01/2012,97.48,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003392435.1,Homo sapiens,2011/2014,97.48,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003392965.1,Homo sapiens,2011/2014,97.48,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003394885.1,Homo sapiens,2011/2014,97.48,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003395435.1,Homo sapiens,2011/2014,97.48,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003396165.1,Homo sapiens,2011/2014,97.48,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_019898775.1,Homo sapiens,2019,97.48,Russia: Ulan-Ude Buryatia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_021535155.1,,16/01/2019,97.48,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900120465.1,Homo sapiens,2009,97.48,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900120605.1,Homo sapiens,2009,97.48,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900121755.1,Homo sapiens,2011,97.48,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900123295.1,Homo sapiens,2009,97.48,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900123805.1,Homo sapiens,2010,97.48,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001210105.1,Homo sapiens,20052005,97.48,Estonia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001322825.1,Homo sapiens,2009,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001324345.1,Homo sapiens,2008,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001378775.1,Homo sapiens,2008,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001380435.1,Homo sapiens,2009,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001381015.1,Homo sapiens,2009,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001383155.1,Homo sapiens,2008,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001388035.1,Homo sapiens,2010,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001388175.1,Homo sapiens,2010,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001388855.1,Homo sapiens,2010,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001389735.1,Homo sapiens,2009,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001390215.1,Homo sapiens,2010,97.48,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001645585.1,Homo sapiens,2011,97.48,New Zealand: Auckland,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001842745.1,Homo sapiens,01/01/2012,97.48,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002131685.1,Homo sapiens,01/01/2012,97.48,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003392435.1,Homo sapiens,2011/2014,97.48,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003392965.1,Homo sapiens,2011/2014,97.48,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003394885.1,Homo sapiens,2011/2014,97.48,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003395435.1,Homo sapiens,2011/2014,97.48,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003396165.1,Homo sapiens,2011/2014,97.48,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_019898775.1,Homo sapiens,2019,97.48,Russia: Ulan-Ude Buryatia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_021535155.1,,16/01/2019,97.48,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900120465.1,Homo sapiens,2009,97.48,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900120605.1,Homo sapiens,2009,97.48,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900121755.1,Homo sapiens,2011,97.48,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900123295.1,Homo sapiens,2009,97.48,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900123805.1,Homo sapiens,2010,97.48,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001203635.1,Homo sapiens,2004-072004,97.49,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001323305.1,Homo sapiens,2009,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001324265.1,Homo sapiens,2008,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001325485.1,Homo sapiens,2010,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001325825.1,Homo sapiens,2010,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001386955.1,Homo sapiens,2008,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001388735.1,Homo sapiens,2010,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001847985.1,Homo sapiens,01/01/2012,97.49,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001849055.1,Homo sapiens,01/01/2012,97.49,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001852725.1,Homo sapiens,01/01/2012,97.49,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003392155.1,Homo sapiens,2011/2014,97.49,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003392225.1,Homo sapiens,2011/2014,97.49,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003395405.1,Homo sapiens,2011/2014,97.49,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003398155.1,Homo sapiens,2011/2014,97.49,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_023864655.1,Homo sapiens,2017,97.49,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_031624695.1,Homo sapiens,22/01/2021,97.49,India: Assam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_031625515.1,Homo sapiens,15/02/2021,97.49,India: Assam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900120845.1,Homo sapiens,2009,97.49,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900121835.1,Homo sapiens,2009,97.49,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900122025.1,Homo sapiens,2009,97.49,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900122645.1,Homo sapiens,2011,97.49,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900124005.1,Homo sapiens,2010,97.49,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001203635.1,Homo sapiens,2004-072004,97.49,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001323305.1,Homo sapiens,2009,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001324265.1,Homo sapiens,2008,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001325485.1,Homo sapiens,2010,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001325825.1,Homo sapiens,2010,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001386955.1,Homo sapiens,2008,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001388735.1,Homo sapiens,2010,97.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001847985.1,Homo sapiens,01/01/2012,97.49,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001849055.1,Homo sapiens,01/01/2012,97.49,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001852725.1,Homo sapiens,01/01/2012,97.49,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003392155.1,Homo sapiens,2011/2014,97.49,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003392225.1,Homo sapiens,2011/2014,97.49,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003395405.1,Homo sapiens,2011/2014,97.49,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003398155.1,Homo sapiens,2011/2014,97.49,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_023864655.1,Homo sapiens,2017,97.49,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_031624695.1,Homo sapiens,22/01/2021,97.49,India: Assam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_031625515.1,Homo sapiens,15/02/2021,97.49,India: Assam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900120845.1,Homo sapiens,2009,97.49,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900121835.1,Homo sapiens,2009,97.49,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900122025.1,Homo sapiens,2009,97.49,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900122645.1,Homo sapiens,2011,97.49,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900124005.1,Homo sapiens,2010,97.49,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001197435.1,Homo sapiens,1995-061995,97.5,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001327715.1,Homo sapiens,2010,97.5,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001379895.1,Homo sapiens,2009,97.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001380575.1,Homo sapiens,2009,97.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001380775.1,Homo sapiens,2009,97.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001381315.1,Homo sapiens,2009,97.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001390195.1,Homo sapiens,2009,97.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001395355.1,Homo sapiens,2006,97.5,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002886405.1,Homo sapiens,2011,97.5,Guatemala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003394915.1,Homo sapiens,2011/2014,97.5,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_009208275.1,Homo sapiens,22/03/2018,97.5,Malaysia: Sabah,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_024651785.1,Homo sapiens,01/01/2014,97.5,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900120955.1,Homo sapiens,2009,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900121965.1,Homo sapiens,2009,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900122015.1,Homo sapiens,2009,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900122215.1,Homo sapiens,2011,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900122325.1,Homo sapiens,2011,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900123255.1,Homo sapiens,2009,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900124135.1,Homo sapiens,2009,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001197435.1,Homo sapiens,1995-061995,97.5,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001327715.1,Homo sapiens,2010,97.5,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001379895.1,Homo sapiens,2009,97.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001380575.1,Homo sapiens,2009,97.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001380775.1,Homo sapiens,2009,97.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001381315.1,Homo sapiens,2009,97.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001390195.1,Homo sapiens,2009,97.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001395355.1,Homo sapiens,2006,97.5,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002886405.1,Homo sapiens,2011,97.5,Guatemala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003394915.1,Homo sapiens,2011/2014,97.5,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_009208275.1,Homo sapiens,22/03/2018,97.5,Malaysia: Sabah,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_024651785.1,Homo sapiens,01/01/2014,97.5,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900120955.1,Homo sapiens,2009,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900121965.1,Homo sapiens,2009,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900122015.1,Homo sapiens,2009,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900122215.1,Homo sapiens,2011,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900122325.1,Homo sapiens,2011,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900123255.1,Homo sapiens,2009,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900124135.1,Homo sapiens,2009,97.5,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666045.1,Homo sapiens,February 26 207,97.51,Mali,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666085.1,Homo sapiens,08/03/2010,97.51,Mali,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666105.1,Homo sapiens,15/06/2007,97.51,Mali,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000743595.1,Homo sapiens,29/05/2013,97.51,India: Chennai,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000756525.1,Homo sapiens,1995,97.51,China: Beijing,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000756545.1,Homo sapiens,1996,97.51,Philippines,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000804245.1,Homo sapiens,29/05/2006,97.51,South Korea: Changwon,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000972425.1,Homo sapiens,2010,97.51,Malaysia: Kuala Lumpur,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001091965.1,Homo sapiens,2008/2014,97.51,South Africa: Johannesburg,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001114085.1,Homo sapiens,2008/2014,97.51,South Africa: Johannesburg,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001193955.1,Homo sapiens,2004-102004,97.51,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001212345.1,Homo sapiens,2005-092005,97.51,Estonia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001270405.1,Homo sapiens,2002,97.51,Brazil: Sao Paulo,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001323265.1,Homo sapiens,2009,97.51,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001324065.1,Homo sapiens,2008,97.51,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001324525.1,Homo sapiens,2011,97.51,United Kingdom,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001325265.1,Homo sapiens,2009,97.51,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001325465.1,Homo sapiens,2010,97.51,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001327735.1,Homo sapiens,2005,97.51,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001375955.1,Homo sapiens,2009,97.51,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001375995.1,Homo sapiens,2008,97.51,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001376195.1,Homo sapiens,2008,97.51,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
